Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals
1652,young_professional,25-34,Tier 1,Working Professional,"1,00,000-2,00,000",5+ times/week,Home,General fitness,Lack of motivation,Eggetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,<30 mins,Yes,"AI workout plan, Form correction via video, Allergy-specific diets",₹999+,Proven results,Likely,Normal,3,0-5,Travel,Lost motivation,₹2000+,Mental well-being,Full control (cook myself)
1653,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Home,Weight loss,Lack of knowledge,Non-vegetarian,None,Mix of both,Lack of consistency,Frequently,Somewhat structured,60-90 mins,No,"Calorie tracking via photo, Travel-friendly plans",₹199-₹499,"Convenience, Proven results",Likely,,4,0-5,Busy schedule,Never used any,₹999,Mental well-being,Partial control
1654,young_professional,25-34,Tier 2,Working Professional,"20,000-50,000",1-2 times/week,Home,Weight loss,No proper diet,Eggetarian,Gluten intolerance,Home-cooked,No time to cook,Rarely,Somewhat structured,<30 mins,Yes,AI workout plan,₹499-₹999,"Personalization, Convenience",Neutral,Normal,4,11-20,Travel,Too complicated,₹999,Mental well-being,Partial control
1655,student_hostel,18-24,Tier 2,Student,"<20,000",Never,I don't work out,General fitness,Lack of time,Vegetarian,None,Order food frequently,Lack of consistency,Rarely,Very structured,<30 mins,Yes,"Form correction via video, Diet planning",₹199-₹499,Expert guidance,Very unlikely,Overweight,2,0-5,Don't see results,No results,₹499,Social pressure,Very limited control (hostel/mess)
1656,older_active,35-44,Tier 1,Homemaker,"50,000-1,00,000",1-2 times/week,Home,General fitness,Lack of motivation,Vegetarian,Other,Mix of both,Don't know what to eat,Rarely,Somewhat structured,<30 mins,No,"Form correction via video, Allergy-specific diets",₹999+,"Expert guidance, Personalization",Neutral,Normal,3,20+,Busy schedule,Never used any,₹2000+,Health concerns,Full control (cook myself)
1657,gym_enthusiast,25-34,Tier 2,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,Lack of motivation,Vegetarian,None,Mix of both,Budget constraints,Frequently,Very structured,30-60 mins,Yes,"Diet planning, AI workout plan, Allergy-specific diets",₹199-₹499,All-in-one solution,Neutral,Overweight,3,20+,Travel,Not personalized,₹999,Mental well-being,Partial control
1658,young_professional,25-34,Tier 3 / Rural,Working Professional,"20,000-50,000",1-2 times/week,Home,Muscle gain,Lack of motivation,Vegetarian,None,Hostel/mess food,Lack of consistency,Rarely,Somewhat structured,30-60 mins,Yes,"AI workout plan, Diet planning",₹999+,Personalization,Likely,Overweight,4,11-20,Lack of motivation,Not personalized,₹2000+,Mental well-being,Partial control
1659,young_professional,18-24,Metro,Student,"50,000-1,00,000",3-4 times/week,Gym,General fitness,No proper diet,Vegetarian,None,Order food frequently,Lack of consistency,Occasionally,Somewhat structured,<30 mins,Yes,"AI workout plan, Calorie tracking via photo",₹499-₹999,Convenience,Unlikely,Obese,3,11-20,Busy schedule,Too complicated,₹999,Health concerns,Partial control
1660,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Home,General fitness,No proper diet,Vegetarian,None,Home-cooked,Lack of consistency,Rarely,Somewhat structured,<30 mins,No,"AI workout plan, Calorie tracking via photo, Diet planning",₹199-₹499,"Proven results, Convenience",Unlikely,Normal,3,6-10,Lack of motivation,Never used any,₹999,Mental well-being,Full control (cook myself)
1661,gym_enthusiast,35-44,Tier 1,Working Professional,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Home-cooked,Cravings,Rarely,Somewhat structured,30-60 mins,Yes,"Form correction via video, Calorie tracking via photo, AI workout plan",₹999+,"Proven results, Expert guidance, Personalization",Very likely,Overweight,5,20+,Busy schedule,Too expensive,₹2000+,Performance/strength,Full control (cook myself)
1662,gym_enthusiast,25-34,Tier 2,Working Professional,"50,000-1,00,000",5+ times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Budget constraints,Rarely,Very structured,90+ mins,No,"AI workout plan, Form correction via video, Calorie tracking via photo",₹499-₹999,"Personalization, Proven results, All-in-one solution",Very unlikely,Overweight,1,11-20,Busy schedule,Never used any,₹2000+,Performance/strength,Full control (cook myself)
1663,older_active,55+,Tier 2,Retired,"50,000-1,00,000",3-4 times/week,Gym,General fitness,No proper diet,Vegetarian,None,Mix of both,Budget constraints,Rarely,Somewhat structured,<30 mins,Yes,"Calorie tracking via photo, Diet planning, Allergy-specific diets",₹499-₹999,"Expert guidance, Proven results, Personalization",Likely,,3,0-5,Busy schedule,Too complicated,₹2000+,Health concerns,Full control (cook myself)
1664,gym_enthusiast,25-34,Tier 3 / Rural,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,No proper diet,Vegetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,60-90 mins,No,Diet planning,₹499-₹999,"Proven results, Convenience, All-in-one solution",Very unlikely,Normal,3,11-20,Lack of motivation,Never used any,₹999,Performance/strength,Partial control
1665,older_active,45-54,Metro,Working Professional,"2,00,000+",Never,I don't work out,Medical/rehabilitation,Lack of knowledge,Vegetarian,Other,Home-cooked,No time to cook,Occasionally,Highly unpredictable,<30 mins,No,"Calorie tracking via photo, Diet planning, Allergy-specific diets",₹999+,"Proven results, Expert guidance, Personalization",Neutral,Overweight,5,0-5,Lack of motivation,Never used any,₹2000+,Health concerns,Partial control
1666,family_health_seeker,25-34,Tier 3 / Rural,Homemaker,"50,000-1,00,000",5+ times/week,Home,General fitness,Lack of knowledge,Vegetarian,None,Home-cooked,Lack of consistency,Rarely,Very structured,30-60 mins,No,Allergy-specific diets,₹499-₹999,"Expert guidance, Proven results, All-in-one solution",Unlikely,Obese,2,11-20,Social events,Never used any,₹2000+,Looking good (aesthetics),Partial control
1667,student_hostel,18-24,Tier 1,Student,"<20,000",5+ times/week,Outdoors,General fitness,No proper diet,Vegetarian,None,Mix of both,Budget constraints,Occasionally,Somewhat structured,60-90 mins,No,"Calorie tracking via photo, AI workout plan",₹199-₹499,"All-in-one solution, Proven results, Personalization",Neutral,Underweight,3,20+,Social events,Never used any,₹499,Health concerns,Partial control
1668,older_active,35-44,Metro,Business Owner,"<20,000",3-4 times/week,Home,General fitness,Lack of motivation,Non-vegetarian,Other,Mix of both,Don't know what to eat,Rarely,Highly unpredictable,30-60 mins,No,"Allergy-specific diets, AI workout plan",₹99-₹199,"Proven results, Convenience",Very unlikely,Obese,1,6-10,Don't see results,Never used any,₹499,Mental well-being,Partial control
1669,student_hostel,18-24,Tier 2,Student,"<20,000",5+ times/week,Gym,General fitness,No access to gym,Vegetarian,None,Hostel/mess food,Lack of consistency,Rarely,Highly unpredictable,<30 mins,No,"Calorie tracking via photo, Diet planning, Form correction via video",₹199-₹499,"All-in-one solution, Personalization, Convenience",Likely,Normal,4,6-10,Social events,Never used any,₹499,Looking good (aesthetics),Very limited control (hostel/mess)
1670,family_health_seeker,35-44,Tier 1,Homemaker,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of time,Vegetarian,None,Home-cooked,No time to cook,Rarely,Highly unpredictable,<30 mins,No,"Calorie tracking via photo, Diet planning",₹99-₹199,"Proven results, Expert guidance",Neutral,Underweight,4,6-10,Social events,Never used any,₹499,Performance/strength,Very limited control (hostel/mess)
1671,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Home,General fitness,Lack of motivation,Eggetarian,None,Order food frequently,No time to cook,Occasionally,Somewhat structured,60-90 mins,No,"Allergy-specific diets, Form correction via video, Calorie tracking via photo",₹499-₹999,Convenience,Neutral,Normal,4,0-5,Travel,Never used any,₹2000+,Performance/strength,Full control (cook myself)
1672,family_health_seeker,45-54,Tier 2,Retired,"20,000-50,000",1-2 times/week,Home,Muscle gain,Lack of motivation,Vegetarian,None,Order food frequently,Lack of consistency,Occasionally,Highly unpredictable,60-90 mins,Yes,"AI workout plan, Travel-friendly plans, Form correction via video",₹499-₹999,"Proven results, Expert guidance",Unlikely,Overweight,3,6-10,Don't see results,No results,₹999,Health concerns,Partial control
1673,family_health_seeker,35-44,Metro,Homemaker,"1,00,000-2,00,000",Never,I don't work out,Weight loss,No proper diet,Eggetarian,None,Mix of both,No time to cook,Rarely,Very structured,60-90 mins,Yes,"Allergy-specific diets, AI workout plan, Form correction via video",₹499-₹999,Personalization,Very unlikely,Overweight,2,6-10,Lack of motivation,Too expensive,₹2000+,Mental well-being,Partial control
1674,family_health_seeker,25-34,Tier 2,Working Professional,"20,000-50,000",1-2 times/week,Outdoors,Muscle gain,Lack of knowledge,Vegetarian,Other,Home-cooked,No time to cook,Rarely,Highly unpredictable,90+ mins,No,"Travel-friendly plans, AI workout plan, Calorie tracking via photo",₹499-₹999,"Personalization, All-in-one solution, Expert guidance",Likely,Overweight,5,11-20,Never started properly,Never used any,₹2000+,Health concerns,Very limited control (hostel/mess)
1675,family_health_seeker,45-54,Tier 2,Retired,"50,000-1,00,000",Never,I don't work out,Weight loss,Lack of time,Eggetarian,Gluten intolerance,Mix of both,Lack of consistency,Rarely,Very structured,<30 mins,No,"Calorie tracking via photo, Allergy-specific diets, Diet planning",₹499-₹999,"All-in-one solution, Proven results",Likely,Normal,5,11-20,Busy schedule,Never used any,₹999,Mental well-being,Partial control
1676,young_professional,35-44,Tier 1,Working Professional,"2,00,000+",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,60-90 mins,No,,₹999+,"Proven results, All-in-one solution, Expert guidance",Neutral,Normal,4,11-20,Busy schedule,Never used any,₹2000+,Looking good (aesthetics),Full control (cook myself)
1677,student_hostel,35-44,Tier 3 / Rural,Student,"<20,000",5+ times/week,Outdoors,Weight loss,Lack of knowledge,Eggetarian,None,Hostel/mess food,Lack of consistency,Rarely,Somewhat structured,60-90 mins,Yes,"Form correction via video, Calorie tracking via photo, AI workout plan",₹199-₹499,"Personalization, Proven results",Very likely,Normal,3,11-20,Lack of motivation,Not personalized,₹999,Looking good (aesthetics),Very limited control (hostel/mess)
1678,young_professional,25-34,Metro,Working Professional,"20,000-50,000",1-2 times/week,Gym,Weight loss,Lack of time,Vegetarian,None,Order food frequently,Cravings,Frequently,Somewhat structured,60-90 mins,No,"Diet planning, Form correction via video",₹199-₹499,"Expert guidance, Personalization, Convenience",Very unlikely,Overweight,1,0-5,Busy schedule,Never used any,₹499,Looking good (aesthetics),Full control (cook myself)
1679,student_hostel,18-24,Tier 2,Student,"<20,000",5+ times/week,Home,Muscle gain,Lack of time,Vegetarian,Lactose intolerance,Hostel/mess food,Budget constraints,Occasionally,Highly unpredictable,60-90 mins,Yes,"Diet planning, Calorie tracking via photo",₹499-₹999,"Proven results, Personalization",Likely,Obese,4,20+,Don't see results,Not personalized,₹999,Looking good (aesthetics),Partial control
1680,busy_traveler,45-54,Tier 3 / Rural,Working Professional,"50,000-1,00,000",Never,I don't work out,General fitness,Lack of knowledge,Non-vegetarian,Lactose intolerance,Order food frequently,No time to cook,Frequently,Somewhat structured,<30 mins,Yes,"Diet planning, Allergy-specific diets",₹499-₹999,"Personalization, Convenience",Neutral,Obese,5,0-5,Busy schedule,Not personalized,₹2000+,Social pressure,Partial control
1681,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Outdoors,General fitness,Lack of time,Vegetarian,None,Mix of both,Budget constraints,Rarely,Somewhat structured,30-60 mins,No,"Form correction via video, Diet planning, Travel-friendly plans",₹499-₹999,"Proven results, Convenience, Personalization",Unlikely,Normal,3,6-10,Travel,Never used any,₹2000+,Performance/strength,Partial control
1682,older_active,55+,Tier 2,Retired,"20,000-50,000",1-2 times/week,Home,Medical/rehabilitation,Lack of time,Non-vegetarian,Gluten intolerance,Home-cooked,Don't know what to eat,Occasionally,Somewhat structured,30-60 mins,No,"Calorie tracking via photo, Allergy-specific diets, Travel-friendly plans",₹499-₹999,"Proven results, Convenience",Neutral,Normal,4,0-5,Don't see results,Never used any,₹2000+,Performance/strength,Full control (cook myself)
1683,busy_traveler,35-44,Tier 2,Working Professional,"1,00,000-2,00,000",1-2 times/week,Gym,Weight loss,No proper diet,Vegan,None,Mix of both,Don't know what to eat,Frequently,Somewhat structured,30-60 mins,Yes,"Travel-friendly plans, Diet planning",₹999+,"Proven results, All-in-one solution",Very likely,Normal,5,11-20,Lack of motivation,Too expensive,₹2000+,Mental well-being,Very limited control (hostel/mess)
1684,family_health_seeker,35-44,Tier 1,Homemaker,"20,000-50,000",3-4 times/week,Home,Medical/rehabilitation,No proper diet,Vegetarian,None,Order food frequently,No time to cook,Rarely,Very structured,30-60 mins,No,"Allergy-specific diets, Diet planning, Form correction via video",₹499-₹999,Convenience,Neutral,Overweight,3,0-5,Don't see results,Never used any,₹2000+,Health concerns,Full control (cook myself)
1685,student_hostel,25-34,Tier 1,Student,"<20,000",1-2 times/week,Gym,Weight loss,Lack of knowledge,Non-vegetarian,None,Hostel/mess food,Budget constraints,Rarely,Somewhat structured,30-60 mins,No,"Calorie tracking via photo, Form correction via video, AI workout plan",Free only,"Expert guidance, All-in-one solution",Very unlikely,Normal,2,6-10,Busy schedule,Never used any,Nothing,Health concerns,Partial control
1686,family_health_seeker,45-54,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Outdoors,Muscle gain,No access to gym,Non-vegetarian,Lactose intolerance,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,30-60 mins,No,"Calorie tracking via photo, Diet planning",₹499-₹999,"Proven results, Convenience",Neutral,Overweight,5,11-20,Lack of motivation,Never used any,₹2000+,Health concerns,Very limited control (hostel/mess)
1687,older_active,45-54,Tier 3 / Rural,Retired,"<20,000",5+ times/week,Home,Medical/rehabilitation,Lack of time,Vegetarian,Gluten intolerance,Hostel/mess food,Don't know what to eat,Rarely,Somewhat structured,90+ mins,No,"Allergy-specific diets, Calorie tracking via photo, AI workout plan",₹199-₹499,"Expert guidance, Personalization",Neutral,Obese,5,20+,Don't see results,Never used any,₹999,Health concerns,Full control (cook myself)
1688,gym_enthusiast,25-34,Metro,Student,"20,000-50,000",5+ times/week,Gym,General fitness,No proper diet,Vegetarian,None,Mix of both,Cravings,Occasionally,Somewhat structured,90+ mins,Yes,"Form correction via video, Calorie tracking via photo",₹99-₹199,"Convenience, Proven results",Likely,Normal,2,6-10,Busy schedule,Not personalized,₹499,Looking good (aesthetics),Full control (cook myself)
1689,gym_enthusiast,35-44,Tier 3 / Rural,Student,"1,00,000-2,00,000",3-4 times/week,Gym,Muscle gain,No proper diet,Vegetarian,None,Home-cooked,Cravings,Rarely,Somewhat structured,60-90 mins,Yes,AI workout plan,₹499-₹999,"Proven results, Convenience, Personalization",Neutral,Normal,2,0-5,Busy schedule,Not personalized,₹2000+,Health concerns,Full control (cook myself)
1690,family_health_seeker,35-44,Metro,Retired,"50,000-1,00,000",3-4 times/week,Home,General fitness,Lack of knowledge,Vegetarian,None,Hostel/mess food,No time to cook,Frequently,Highly unpredictable,60-90 mins,No,"Calorie tracking via photo, Allergy-specific diets, Diet planning",₹499-₹999,"Proven results, Personalization",Neutral,Obese,3,6-10,Social events,Never used any,₹2000+,Looking good (aesthetics),Very limited control (hostel/mess)
