Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals,Q4_Monthly_Income_INR_Code,Q5_Exercise_Frequency_Code,Q13_Travel_Frequency_Code,Q14_Daily_Routine_Code,Q15_Time_Available_for_Fitness_Code,Q18_Willingness_to_Pay_Monthly_Code,Q20_Likelihood_to_Use_App_Code,Q23_Days_Followed_Plan_in_Last_30_Days_Code,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay_Code,Feat_AI_workout_plan,Feat_Form_correction_via_video,Feat_Diet_planning,Feat_Calorie_tracking_via_photo,Feat_Travel_friendly_plans,Feat_Allergy_specific_diets,PayReason_Proven_results,PayReason_Personalization,PayReason_Expert_guidance,PayReason_Convenience,PayReason_All_in_one_solution
1858,young_professional,25-34,Metro,Working Professional,"20,000-50,000",Never,I don't work out,Not sure,Lack of knowledge,Non-vegetarian,None,Mix of both,Don't know what to eat,Frequently,Highly unpredictable,30-60 mins,Yes,"AI workout plan, Travel-friendly plans",₹499-₹999,"Convenience, All-in-one solution, Expert guidance",Unlikely,Normal,1,6-10,Travel,Not personalized,₹2000+,Health concerns,Partial control,1,0,2.0,2,1,3,1,1,4,1,0,0,0,1,0,0,0,1,1,1
1859,family_health_seeker,25-34,Tier 2,Working Professional,"<20,000",5+ times/week,Home,Weight loss,Lack of motivation,Vegetarian,,Mix of both,Budget constraints,Rarely,Very structured,<30 mins,No,"Calorie tracking via photo, Allergy-specific diets",₹199-₹499,"Proven results, Personalization",Neutral,Overweight,3,6-10,Social events,Never used any,₹999,Health concerns,Partial control,0,3,0.0,0,0,2,2,1,3,0,0,0,1,0,1,1,1,0,0,0
1860,busy_traveler,25-34,Metro,Business Owner,"50,000-1,00,000",3-4 times/week,Home,General fitness,Lack of time,Non-vegetarian,None,Order food frequently,Don't know what to eat,Frequently,Somewhat structured,30-60 mins,Yes,"Diet planning, Calorie tracking via photo, AI workout plan",₹999+,"Convenience, Expert guidance",Likely,Overweight,4,0-5,Busy schedule,Too expensive,₹2000+,Looking good (aesthetics),Partial control,2,2,2.0,1,1,4,3,0,4,1,0,1,1,0,0,0,0,1,1,0
1861,family_health_seeker,35-44,Tier 2,Homemaker,"<20,000",3-4 times/week,Home,Weight loss,Lack of time,Non-vegetarian,None,,No time to cook,Rarely,Highly unpredictable,60-90 mins,No,"Diet planning, AI workout plan, Calorie tracking via photo",₹199-₹499,"Expert guidance, Convenience",Likely,Overweight,5,0-5,Never started properly,Never used any,₹499,Mental well-being,Very limited control (hostel/mess),0,2,0.0,2,2,2,3,0,2,1,0,1,1,0,0,0,0,1,1,0
1862,busy_traveler,25-34,Tier 2,Working Professional,"50,000-1,00,000",3-4 times/week,Home,General fitness,No proper diet,Eggetarian,None,Mix of both,Cravings,Frequently,Very structured,30-60 mins,Yes,"AI workout plan, Travel-friendly plans",₹499-₹999,,Likely,Obese,3,20+,Travel,Lost motivation,₹999,Mental well-being,Very limited control (hostel/mess),2,2,2.0,0,1,3,3,3,3,1,0,0,0,1,0,0,0,0,0,0
1863,student_hostel,25-34,Tier 1,Student,"<20,000",5+ times/week,Gym,Not sure,No access to gym,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,Diet planning,₹99-₹199,Convenience,Neutral,Overweight,3,20+,Busy schedule,Not personalized,₹199,Health concerns,Very limited control (hostel/mess),0,3,0.0,1,1,1,2,3,1,0,0,1,0,0,0,0,0,0,1,0
1864,gym_enthusiast,18-24,Tier 1,Retired,"50,000-1,00,000",3-4 times/week,Gym,Muscle gain,Lack of time,Vegetarian,None,Home-cooked,Lack of consistency,,Very structured,60-90 mins,No,"Form correction via video, Diet planning, Travel-friendly plans",₹499-₹999,"Proven results, Expert guidance",Unlikely,Normal,2,11-20,Lack of motivation,Never used any,₹2000+,Performance/strength,Partial control,2,2,,0,2,3,1,2,4,0,1,1,0,1,0,1,0,1,0,0
1865,older_active,55+,Tier 2,Homemaker,"50,000-1,00,000",1-2 times/week,Home,Medical/rehabilitation,No proper diet,Vegetarian,None,Home-cooked,Don't know what to eat,Occasionally,Somewhat structured,<30 mins,No,"Travel-friendly plans, Calorie tracking via photo, Diet planning",₹199-₹499,"Proven results, All-in-one solution, Convenience",Unlikely,Overweight,4,0-5,Social events,Never used any,₹499,Health concerns,Full control (cook myself),2,1,1.0,1,0,2,1,0,2,0,0,1,1,1,0,1,0,0,1,1
1866,older_active,35-44,Metro,Retired,"2,00,000+",Never,I don't work out,Weight loss,Lack of knowledge,Vegan,None,Mix of both,Cravings,Occasionally,Somewhat structured,60-90 mins,No,"AI workout plan, Allergy-specific diets",₹999+,"Personalization, Proven results",Neutral,Obese,5,6-10,Never started properly,Never used any,₹2000+,Mental well-being,Full control (cook myself),4,0,1.0,1,2,4,2,1,4,1,0,0,0,0,1,1,1,0,0,0
1867,student_hostel,25-34,Tier 2,Student,"1,00,000-2,00,000",3-4 times/week,Home,Muscle gain,Lack of time,Vegan,None,Hostel/mess food,Cravings,Rarely,Very structured,30-60 mins,Yes,"AI workout plan, Allergy-specific diets, Form correction via video",₹999+,"All-in-one solution, Expert guidance",Likely,Normal,3,0-5,Don't see results,No results,₹2000+,Health concerns,Partial control,3,2,0.0,0,1,4,3,0,4,1,1,0,0,0,1,0,0,1,0,1
1868,student_hostel,Under 18,Tier 2,Student,"50,000-1,00,000",5+ times/week,Home,General fitness,Lack of time,Eggetarian,None,Mix of both,Lack of consistency,Occasionally,Highly unpredictable,30-60 mins,No,"Diet planning, Calorie tracking via photo, AI workout plan",₹199-₹499,"All-in-one solution, Expert guidance",Unlikely,Overweight,3,6-10,Travel,Never used any,₹999,Mental well-being,Very limited control (hostel/mess),2,3,1.0,2,1,2,1,1,3,1,0,1,1,0,0,0,0,1,0,1
1869,student_hostel,18-24,Tier 2,Student,"20,000-50,000",1-2 times/week,Gym,General fitness,No access to gym,Non-vegetarian,Other,Hostel/mess food,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"Allergy-specific diets, AI workout plan, Diet planning",₹499-₹999,"Convenience, Proven results",Neutral,Overweight,4,11-20,Never started properly,Lost motivation,₹999,Mental well-being,Very limited control (hostel/mess),1,1,0.0,2,1,3,2,2,3,1,0,1,0,0,1,1,0,0,1,0
1870,busy_traveler,25-34,Tier 2,Working Professional,"1,00,000-2,00,000",Never,I don't work out,Medical/rehabilitation,Lack of time,Vegetarian,None,Order food frequently,Lack of consistency,Frequently,Somewhat structured,60-90 mins,Yes,"Form correction via video, Travel-friendly plans, AI workout plan",₹999+,"Proven results, Personalization, Expert guidance",Likely,Normal,4,6-10,Busy schedule,Lost motivation,₹2000+,Looking good (aesthetics),Partial control,3,0,2.0,1,2,4,3,1,4,1,1,0,0,1,0,1,1,1,0,0
1871,family_health_seeker,35-44,Tier 3 / Rural,Homemaker,"50,000-1,00,000",1-2 times/week,Home,General fitness,Lack of time,Eggetarian,Lactose intolerance,Mix of both,Cravings,Rarely,Very structured,<30 mins,Yes,Diet planning,₹499-₹999,"All-in-one solution, Proven results",Likely,Obese,5,20+,Lack of motivation,No results,₹2000+,Mental well-being,Partial control,2,1,0.0,0,0,3,3,3,4,0,0,1,0,0,0,1,0,0,0,1
1872,student_hostel,18-24,Metro,Student,"<20,000",3-4 times/week,Outdoors,Muscle gain,Lack of time,Non-vegetarian,None,Hostel/mess food,Budget constraints,Occasionally,Highly unpredictable,60-90 mins,Yes,"Calorie tracking via photo, Form correction via video",₹499-₹999,"Proven results, Personalization",Very likely,Obese,5,6-10,Never started properly,Too complicated,₹2000+,Social pressure,Partial control,0,2,1.0,2,2,3,4,1,4,0,1,0,1,0,0,1,1,0,0,0
1873,gym_enthusiast,18-24,Tier 2,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Hostel/mess food,Lack of consistency,Rarely,Very structured,90+ mins,Yes,"Form correction via video, Diet planning",₹499-₹999,"Proven results, Personalization",Neutral,Normal,3,11-20,Never started properly,No results,₹2000+,Mental well-being,Full control (cook myself),1,2,0.0,0,3,3,2,2,4,0,1,1,0,0,0,1,1,0,0,0
1874,family_health_seeker,45-54,Metro,Working Professional,"50,000-1,00,000",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Very structured,30-60 mins,No,"Diet planning, Form correction via video",₹199-₹499,"Personalization, All-in-one solution",Unlikely,Overweight,2,20+,Busy schedule,Never used any,₹999,Mental well-being,Full control (cook myself),2,1,0.0,0,1,2,1,3,3,0,1,1,0,0,0,0,1,0,0,1
1875,busy_traveler,45-54,Tier 2,Working Professional,"20,000-50,000",Never,I don't work out,General fitness,Lack of knowledge,Non-vegetarian,None,Order food frequently,Don't know what to eat,Rarely,Very structured,30-60 mins,Yes,"Travel-friendly plans, Form correction via video",₹199-₹499,"Convenience, Personalization, Proven results",Very unlikely,Overweight,2,11-20,Don't see results,No results,₹499,Looking good (aesthetics),Full control (cook myself),1,0,0.0,0,1,2,0,2,2,0,1,0,0,1,0,1,1,0,1,0
1876,gym_enthusiast,35-44,Metro,Homemaker,"20,000-50,000",3-4 times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,,Hostel/mess food,Cravings,Rarely,Somewhat structured,90+ mins,No,"AI workout plan, Form correction via video",₹199-₹499,"All-in-one solution, Expert guidance",Neutral,Overweight,3,0-5,Don't see results,Never used any,₹2000+,Looking good (aesthetics),Partial control,1,2,0.0,1,3,2,2,0,4,1,1,0,0,0,0,0,0,1,0,1
1877,gym_enthusiast,25-34,Tier 2,Business Owner,"<20,000",5+ times/week,Gym,Muscle gain,No access to gym,Eggetarian,None,Home-cooked,Don't know what to eat,Rarely,Somewhat structured,30-60 mins,Yes,"AI workout plan, Calorie tracking via photo",₹199-₹499,"All-in-one solution, Personalization, Proven results",Unlikely,Normal,3,0-5,Lack of motivation,Too complicated,₹499,Performance/strength,Partial control,0,3,0.0,1,1,2,1,0,2,1,0,0,1,0,0,1,1,0,0,1
1878,gym_enthusiast,18-24,Metro,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,Muscle gain,Lack of time,Vegetarian,None,Home-cooked,Budget constraints,Rarely,Very structured,30-60 mins,Yes,Diet planning,₹499-₹999,"Personalization, Proven results",Unlikely,Normal,1,6-10,Never started properly,No results,₹2000+,Social pressure,Full control (cook myself),3,2,0.0,0,1,3,1,1,4,0,0,1,0,0,0,1,1,0,0,0
1879,young_professional,25-34,Tier 2,Working Professional,"20,000-50,000",Never,I don't work out,Muscle gain,Lack of time,Vegetarian,None,Hostel/mess food,Don't know what to eat,Frequently,Highly unpredictable,30-60 mins,No,"Form correction via video, AI workout plan, Allergy-specific diets",₹199-₹499,"Convenience, Personalization, All-in-one solution",Very unlikely,Normal,2,0-5,Busy schedule,Never used any,₹999,Performance/strength,Very limited control (hostel/mess),1,0,2.0,2,1,2,0,0,3,1,1,0,0,0,1,0,1,0,1,1
1880,gym_enthusiast,25-34,Metro,Working Professional,"<20,000",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Very structured,60-90 mins,No,"AI workout plan, Travel-friendly plans",₹499-₹999,"Personalization, Proven results, Expert guidance",Neutral,Obese,5,6-10,Lack of motivation,Never used any,₹2000+,Looking good (aesthetics),Full control (cook myself),0,1,0.0,0,2,3,2,1,4,1,0,0,0,1,0,1,1,1,0,0
1881,busy_traveler,25-34,Metro,Working Professional,"<20,000",1-2 times/week,Outdoors,General fitness,No proper diet,Non-vegetarian,None,Order food frequently,No time to cook,Frequently,Highly unpredictable,<30 mins,Yes,"Form correction via video, Travel-friendly plans, Diet planning",₹199-₹499,"Proven results, All-in-one solution, Personalization",Neutral,Overweight,4,0-5,Busy schedule,Not personalized,₹999,Mental well-being,Partial control,0,1,2.0,2,0,2,2,0,3,0,1,1,0,1,0,1,1,0,0,1
1882,family_health_seeker,35-44,Tier 1,Business Owner,"20,000-50,000",1-2 times/week,Outdoors,Weight loss,Lack of time,Vegan,None,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,<30 mins,No,"AI workout plan, Allergy-specific diets",₹199-₹499,"Expert guidance, Proven results",Very unlikely,Normal,4,20+,Social events,Never used any,₹999,Health concerns,Full control (cook myself),1,1,0.0,2,0,2,0,3,3,1,0,0,0,0,1,1,0,1,0,0
1883,gym_enthusiast,35-44,Tier 1,Working Professional,"20,000-50,000",5+ times/week,Gym,Muscle gain,Lack of motivation,Non-vegetarian,Lactose intolerance,Home-cooked,Lack of consistency,Rarely,Very structured,30-60 mins,Yes,"Allergy-specific diets, Form correction via video, Calorie tracking via photo",₹999+,"Expert guidance, Personalization",Likely,Normal,4,0-5,Lack of motivation,Not personalized,₹2000+,Health concerns,Very limited control (hostel/mess),1,3,0.0,0,1,4,3,0,4,0,1,0,1,0,1,0,1,1,0,0
1884,family_health_seeker,35-44,Tier 2,Homemaker,"20,000-50,000",5+ times/week,Home,General fitness,Lack of knowledge,Eggetarian,None,Order food frequently,No time to cook,Rarely,Highly unpredictable,30-60 mins,Yes,"Diet planning, Form correction via video, Allergy-specific diets",₹999+,"Expert guidance, Proven results",Very likely,Overweight,5,0-5,Busy schedule,,₹2000+,Performance/strength,Partial control,1,3,0.0,2,1,4,4,0,4,0,1,1,0,0,1,1,0,1,0,0
1885,student_hostel,18-24,Tier 1,Student,"20,000-50,000",3-4 times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Mix of both,Lack of consistency,Rarely,Somewhat structured,<30 mins,No,"AI workout plan, Calorie tracking via photo",₹199-₹499,"Proven results, All-in-one solution, Convenience",Very unlikely,Overweight,2,11-20,Lack of motivation,Never used any,₹499,Health concerns,Very limited control (hostel/mess),1,2,0.0,1,0,2,0,2,2,1,0,0,1,0,0,1,0,0,1,1
1886,young_professional,25-34,Metro,Working Professional,"20,000-50,000",3-4 times/week,Gym,Weight loss,Lack of time,Non-vegetarian,None,Home-cooked,Cravings,Occasionally,Very structured,60-90 mins,No,"AI workout plan, Travel-friendly plans",₹199-₹499,All-in-one solution,Neutral,Overweight,5,0-5,Don't see results,Never used any,₹999,Looking good (aesthetics),Partial control,1,2,1.0,0,2,2,2,0,3,1,0,0,0,1,0,0,0,0,0,1
1887,student_hostel,18-24,Tier 1,Student,"<20,000",5+ times/week,Home,General fitness,Lack of knowledge,Non-vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Highly unpredictable,30-60 mins,Yes,"Form correction via video, Diet planning, Calorie tracking via photo",₹499-₹999,"Proven results, Personalization, Expert guidance",Unlikely,Underweight,2,0-5,Lack of motivation,,₹2000+,Health concerns,Very limited control (hostel/mess),0,3,0.0,2,1,3,1,0,4,0,1,1,1,0,0,1,1,1,0,0
1888,young_professional,25-34,Tier 2,Working Professional,"20,000-50,000",3-4 times/week,Gym,General fitness,No proper diet,Eggetarian,None,Mix of both,No time to cook,Rarely,Somewhat structured,<30 mins,No,"Travel-friendly plans, Form correction via video, Diet planning",₹199-₹499,"Convenience, Personalization, Expert guidance",Neutral,Overweight,2,6-10,Busy schedule,Never used any,₹999,Performance/strength,Partial control,1,2,0.0,1,0,2,2,1,3,0,1,1,0,1,0,0,1,1,1,0
1889,busy_traveler,35-44,Tier 2,Working Professional,"1,00,000-2,00,000",5+ times/week,Outdoors,General fitness,Lack of motivation,Non-vegetarian,None,Home-cooked,Don't know what to eat,Occasionally,Highly unpredictable,60-90 mins,Yes,"Travel-friendly plans, AI workout plan, Form correction via video",₹999+,"Proven results, Personalization, Convenience",Likely,Normal,5,6-10,Travel,Lost motivation,₹2000+,Health concerns,Partial control,3,3,1.0,2,2,4,3,1,4,1,1,0,0,1,0,1,1,0,1,0
1890,older_active,55+,Tier 3 / Rural,Retired,"20,000-50,000",1-2 times/week,Outdoors,Not sure,No proper diet,Non-vegetarian,Other,Home-cooked,Lack of consistency,Rarely,Somewhat structured,<30 mins,No,Calorie tracking via photo,₹199-₹499,"Convenience, All-in-one solution, Proven results",Unlikely,Overweight,3,11-20,Lack of motivation,Never used any,₹499,Mental well-being,Partial control,1,1,0.0,1,0,2,1,2,2,0,0,0,1,0,0,1,0,0,1,1
1891,student_hostel,18-24,Metro,Student,"<20,000",Never,I don't work out,General fitness,No proper diet,Vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Very structured,30-60 mins,No,"Form correction via video, Calorie tracking via photo",₹99-₹199,"Expert guidance, All-in-one solution",Very unlikely,Underweight,2,20+,Travel,Never used any,₹199,Performance/strength,Very limited control (hostel/mess),0,0,0.0,0,1,1,0,3,1,0,1,0,1,0,0,0,0,1,0,1
1892,young_professional,25-34,Metro,Business Owner,"50,000-1,00,000",1-2 times/week,Home,Weight loss,Lack of time,Non-vegetarian,Nut allergies,Order food frequently,Lack of consistency,Rarely,Very structured,<30 mins,No,Form correction via video,₹499-₹999,"Convenience, All-in-one solution, Expert guidance",Very unlikely,Normal,1,20+,Busy schedule,Never used any,₹999,Performance/strength,Partial control,2,1,0.0,0,0,3,0,3,3,0,1,0,0,0,0,0,0,1,1,1
1893,family_health_seeker,35-44,Tier 2,Homemaker,"50,000-1,00,000",3-4 times/week,Home,Weight loss,Lack of time,Eggetarian,Other,,Cravings,,Very structured,30-60 mins,No,"Allergy-specific diets, Calorie tracking via photo",₹99-₹199,,Very unlikely,Overweight,1,0-5,Lack of motivation,Never used any,₹499,Mental well-being,Full control (cook myself),2,2,,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0
1894,student_hostel,18-24,Tier 1,Student,"<20,000",1-2 times/week,Outdoors,Muscle gain,Lack of knowledge,Vegetarian,None,Home-cooked,Budget constraints,Occasionally,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Travel-friendly plans, Form correction via video",₹99-₹199,"Personalization, All-in-one solution",Unlikely,Normal,1,0-5,Never started properly,Not personalized,₹499,Health concerns,Very limited control (hostel/mess),0,1,1.0,2,0,1,1,0,2,0,1,0,1,1,0,0,1,0,0,1
1895,gym_enthusiast,35-44,Tier 1,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,General fitness,Lack of motivation,Non-vegetarian,Gluten intolerance,Home-cooked,Lack of consistency,Rarely,Highly unpredictable,30-60 mins,Yes,"AI workout plan, Allergy-specific diets",₹499-₹999,"All-in-one solution, Personalization, Convenience",Neutral,Normal,2,11-20,Social events,Not personalized,₹2000+,Performance/strength,Partial control,3,2,0.0,2,1,3,2,2,4,1,0,0,0,0,1,0,1,0,1,1
1896,busy_traveler,25-34,Tier 1,Working Professional,"50,000-1,00,000",Never,I don't work out,General fitness,Lack of knowledge,Vegan,None,Order food frequently,No time to cook,Frequently,Somewhat structured,30-60 mins,No,"Travel-friendly plans, Form correction via video, AI workout plan",₹499-₹999,"Personalization, Proven results, All-in-one solution",Likely,Normal,5,20+,Busy schedule,Never used any,₹2000+,Mental well-being,Partial control,2,0,2.0,1,1,3,3,3,4,1,1,0,0,1,0,1,1,0,0,1
1897,gym_enthusiast,25-34,Metro,Student,"20,000-50,000",3-4 times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Home-cooked,Cravings,Rarely,Highly unpredictable,60-90 mins,No,"AI workout plan, Form correction via video",₹199-₹499,"Convenience, All-in-one solution",Unlikely,Normal,2,20+,Social events,Never used any,₹999,Performance/strength,Very limited control (hostel/mess),1,2,0.0,2,2,2,1,3,3,1,1,0,0,0,0,0,0,0,1,1
1898,student_hostel,18-24,Metro,Business Owner,"<20,000",3-4 times/week,Outdoors,Muscle gain,No proper diet,Vegetarian,None,Home-cooked,Lack of consistency,Occasionally,Somewhat structured,60-90 mins,No,"AI workout plan, Form correction via video, Diet planning",₹199-₹499,"Expert guidance, Convenience",Likely,Normal,3,6-10,Never started properly,Never used any,₹999,Mental well-being,Very limited control (hostel/mess),0,2,1.0,1,2,2,3,1,3,1,1,1,0,0,0,0,0,1,1,0
1899,young_professional,25-34,Tier 1,Working Professional,"20,000-50,000",1-2 times/week,Gym,Not sure,Lack of knowledge,Non-vegetarian,Nut allergies,Home-cooked,Cravings,Occasionally,Highly unpredictable,<30 mins,Yes,"Allergy-specific diets, AI workout plan, Form correction via video",₹499-₹999,"Convenience, Personalization, All-in-one solution",Likely,Normal,4,0-5,Lack of motivation,Not personalized,₹999,Looking good (aesthetics),Full control (cook myself),1,1,1.0,2,0,3,3,0,3,1,1,0,0,0,1,0,1,0,1,1
1900,family_health_seeker,55+,Tier 1,Homemaker,"50,000-1,00,000",3-4 times/week,Home,General fitness,Lack of motivation,Vegan,None,Home-cooked,Lack of consistency,Rarely,Somewhat structured,<30 mins,Yes,"Allergy-specific diets, Diet planning, AI workout plan",₹199-₹499,"Expert guidance, Personalization",Neutral,Overweight,2,0-5,Busy schedule,Too complicated,₹999,Mental well-being,Full control (cook myself),2,2,0.0,1,0,2,2,0,3,1,0,1,0,0,1,0,1,1,0,0
